restaurant_name,category,pricing_for_2,locality,dining_rating,dining_review_count,delivery_rating,delivery_rating_count,website,address,phone_no,latitude,longitude,known_for2,known_for22
Mahabelly,"Kerala, South Indian, Seafood, Biryani",700,"dlf avenue, saket, new delhi",4.6,2323,4.3,11600,https://www.zomato.com/mahabelly,"MA-A05, Ground Floor, Restaurant Block, DLF Avenue, Saket, New Delhi",9.1114E+11,28.52724131,77.21680172,"chicken varattiyathu, sweet coconut dosa, mango prawn curry, kothu porotta, pork roast, egg appam","dinner menu, simple decor, taste of food, warm hospitality, ample seating area, fantastic service"
The Piano Man Jazz Club,"Finger Food, Mexican, American, Italian, Asian, Beverages",1800,"safdarjung, new delhi",4.6,1277,3.9,55,https://www.zomato.com/ncr/the-piano-man-jazz-club-safdarjung-new-delhi,"Shop B 6, 7/22, Safdarjung Enclave Market, Opposite Deer Park, Safdarjung, New Delhi",9.11141E+11,28.55963877,77.19705764,balcony seating arrangement with live band perfomances,not specified
You Mee,"Japanese, Sushi, Asian, Chinese, Thai, Beverages",1000,"greater kailash 2 (gk2), new delhi",4.6,1010,4.3,1665,https://www.zomato.com/ncr/you-mee-greater-kailash-gk-2-new-delhi,"M 27, Ground Floor, Greater Kailash 2 (GK 2), New Delhi",9.1114E+11,28.53336231,77.24182505,"matcha cheesecake, spider roll, new zealand lamb chops, chicken sushi, chicken gyoza, sushi platter","sushi place, japanese cuisine, quality of food, relaxed atmosphere, cashless payments, large servings"
Delhi Club House,"North Indian, Continental, Asian",1700,"sangam courtyard, rk puram, new delhi",4.6,1221,4.3,123,https://www.zomato.com/ncr/delhi-club-house-r-k-puram-new-delhi,"Ground Floor, Sangam Courtyard, Major Somnath Marg, R K Puram, New Delhi",9.19718E+11,28.5724776,77.17350684,"dak bunglow chicken roast, trifle pudding, amritsari chhole, chicken cutlets, apple crumble, galouti kebab","booking, family place, venue, fancy crowd, comfort food, excellent place"
Wenger's Deli,"Fast Food, Desserts, Beverages, North Indian, Pizza",500,"connaught place, new delhi",4.6,2290,0.0,0,https://www.zomato.com/ncr/wengers-deli-connaught-place-new-delhi,"A 18, Radial Road, Connaught Place, New Delhi",9.11123E+11,28.63369024,77.21834097,"peri peri veg panini, mocha smoothie, veg bbq burger, crunchy chocolate, blueberry blast, continental breakfast","coffee date, pretty decor, live kitchen, cozy place, cute little place, good stuff"
Farmer's Basket At Pluck,"Chinese, European, North Indian",3000,"pullman new delhi aerocity, aerocity, new delhi",4.6,913,0.0,0,https://www.zomato.com/ncr/farmers-basket-at-pluck-aerocity-new-delhi,"Pullman Aerocity, Asset 2, Hospitality District, Aerocity, New Delhi",9.19872E+11,28.55452428,77.12400684,not specified,not specified
The Pasta Bowl Company,"Italian, Fast Food, Pizza, Pasta",1300,"cross point mall, dlf phase 4, gurgaon",4.6,1479,4.2,692,https://www.zomato.com/ncr/the-pasta-bowl-company-dlf-phase-4,"GL 201, Floor 2, Cross Point Mall, DLF Phase 4, Gurgaon",9.11244E+11,28.4682825,77.0833374,"tortellini puttanesca, parma ham salad, chicken breast sandwich, spinach ravioli, ravioli pasta, orange mojito","cozy ambience, quality of food, live kitchen, cozy place, new menu, more variety"
Chor Bizarre,"North Indian, Mughlai, Beverages",1600,"pandara road market, new delhi",4.6,550,0.0,0,https://www.zomato.com/ncr/chor-bizarre-pandara-road-new-delhi,"Near India Gate, Bikaner House, Pandara Road Market, New Delhi",9.19911E+11,28.60874005,77.23006457,"khatte baigan, kashmiri phirni, tabakh maaz, dahi batata puri, palak patta chat, kulfi","attentive service, classy ambience, peaceful ambience, themed decor, parking, theme"
Honk - Pullman New Delhi Aerocity,"Japanese, Chinese, Thai, Beverages",2500,"pullman new delhi aerocity, aerocity, new delhi",4.6,835,0.0,5,https://www.zomato.com/ncr/honk-pullman-new-delhi-aerocity-aerocity-new-delhi,"Near IGI Airport, Asset 2, GMR Hospitality District, Aerocity, New Delhi",9.19643E+11,28.55391,77.1228483,not specified,not specified
Sakley's The Mountain Cafe,"Cafe, Italian, Fast Food",1300,"dlf galleria, dlf phase 4, gurgaon",4.6,1471,3.8,213,https://www.zomato.com/ncr/sakleys-the-mountain-cafe-dlf-phase-4,"SF-93, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon",9.199E+11,28.46760019,77.08134178,not specified,not specified
Cafe Diaries,"Cafe, Continental, Italian, Chinese, Mexican, Fast Food, Desserts, Beverages",800,"satyaniketan, new delhi",4.6,1003,3.8,250,https://www.zomato.com/ncr/cafe-diaries-satyaniketan-new-delhi,"House 10, 1st Floor, Satyaniketan, New Delhi",9.19999E+11,28.58779727,77.16726098,not specified,not specified
Nando's,"Portuguese, Roast Chicken, Burger, Wraps, Salad",800,"ambience mall, dlf phase 3, gurgaon",4.6,969,4.0,269,https://www.zomato.com/ncr/nandos-1-dlf-phase-3,"3rd Floor, Ambience Mall, Gurgaon - Delhi Expressway, DLF Phase 3, Gurgaon",9.18883E+11,28.50239226,77.09723622,"grill chicken, peri peri chicken, hummus pita, peri peri sauce, cheesecake, chocolate cake","service is great and fast, polite behaviour, customizable dishes, art, seating arrangement, weekend brunch"
Cafe Parmesan,"Italian, Pizza, Beverages",1800,"sector 15, faridabad",4.6,1477,4.1,1257,https://www.zomato.com/ncr/cafe-parmesan-sector-15-faridabad,"SCF-42, 1st Floor, HUDA Market, Sector 15, Faridabad",9.19971E+11,28.39523789,77.32358616,"bacon panini, chocolate torte, belgian choco shake, veg panini, ravioli, chicken lasagna","relaxed atmosphere, attentive staff, cozy place, friendly service, new menu, fresh ingredients"
Nona's Kitchen,"North Indian, Mughlai, Rolls, Chinese, Kebab",800,"supermart 1, dlf phase 4, gurgaon",4.6,1063,3.7,4853,https://www.zomato.com/ncr/nonas-kitchen-dlf-phase-4,"A 224, Ground Floor, Supermart 1, DLF Phase 4, Gurgaon",9.18288E+11,28.46255565,77.08716184,not specified,not specified
The Great Kabab Factory - Radisson Blu Plaza Delhi Airport,"North Indian, Mughlai, Kebab, Biryani, Desserts, Beverages",2500,"radisson blu plaza delhi airport, mahipalpur, new delhi",4.6,791,0.0,6,https://www.zomato.com/ncr/the-great-kabab-factory-radisson-blu-plaza-delhi-airport-mahipalpur-new-delhi,"Radisson Blu Plaza Delhi Airport, National Highway 8, Near IGI Airport, Mahipalpur, New Delhi",9.1729E+11,28.54387704,77.11945999,"set menu, dals, galouti kebab, jalebi, kababs, kulfi","clean bathrooms, pool, worth the price, great hospitality, decoration, more variety"
Wafflesome,"Desserts, Beverages",500,"greater kailash 1 (gk1), new delhi",4.6,1500,4.2,2615,https://www.zomato.com/ncr/wafflesome-greater-kailash-gk-1-new-delhi,"M-33, Near M Block Market, Greater Kailash (GK) 1, New Delhi",9.11149E+11,28.55138919,77.23450698,"brownie nutella waffles, choco waffle, mango waffle, banana toffee, ice cream strawberry, strawberry waffle","great fragrance, totally worth it, cosy place, pocket friendly, serving size, fancy crowd"
Green House - The Beer Garden,"Continental, Tex-Mex, Mediterranean, North Indian, Asian",1500,"eros city square mall, sector 49, gurgaon, gurgaon",4.6,1452,3.6,116,https://www.zomato.com/ncr/green-house-the-beer-garden-sector-49,"Food Court 3, Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",9.19818E+11,28.41299641,77.05507357,"herbed potato wedges, veg ceaser salad, cheese corn nuggets, spaghetti bolognese, wheat beer, chocolate lava cake","kid friendly, good bartenders, rooftop ambience, wooden interiors, live performances, service and quality of food"
Big Wong,"Asian, Thai, Sushi, Poké, Chinese",1000,"sector 110, noida",4.6,952,4.2,4540,https://www.zomato.com/ncr/big-wong-sector-110-noida,"The Starling Retail, Sector 104, Sector 110, Noida",9.19818E+11,28.54200385,77.37022039,assorted range of authentic pan asian food served in a cozy setting,not specified
La Pino'z Pizza,"Italian, Fast Food, Beverages, Desserts",500,"raheja mall, sohna road, gurgaon",4.6,1384,4.0,13600,https://www.zomato.com/ncr/la-pinoz-pizza-sohna-road,"Shop 234, 2nd Floor, Raheja Mall, Sohna Road, Gurgaon",9.188E+11,28.42346947,77.0395989,not specified,not specified
The Hook,"Seafood, Continental, North Indian",1800,"sector 29, gurgaon",4.6,2285,3.8,332,https://www.zomato.com/ncr/the-hook-sector-29,"SCO 30, Leisure Valley Road, Sector 29, Gurgaon",9.19999E+11,28.46873698,77.06324726,"rusty nail, liit cocktail, soya masala chaap, butter garlic prawns, brewed beer, sea food","best rooftop, great lighting, live entertainment, lovely music, amazing view, rooftop seating"
Rahul Eggs,"Fast Food, Healthy Food, Street Food, North Indian",350,"lawrence road, new delhi",4.6,1081,4.1,639,https://www.zomato.com/ncr/rahul-eggs-lawrence-road-new-delhi,"B-4/300 A, Main Road, Near Keshavpuram Metro Station, Lawrence Road, New Delhi",9.199E+11,28.68817914,77.16166724,"tandoori jalandhari, chicken jalandhari, eggs, omelette","street food, concept, awesome place, amazing taste, chef, best place"
"Colocal ""The Cacao Artisans""","Cafe, Desserts, Continental, Coffee, Italian, Beverages",1000,"chhatarpur, new delhi",4.5,571,4.3,207,https://www.zomato.com/ncr/colocal-the-cacao-artisans-chhatarpur-new-delhi,"100 Feet Road, The Dhan Mill Compound, Chhatarpur, New Delhi",9.19311E+11,28.50464918,77.18510471,"zucchini fries, garden salad, veg tacos, hot chocolate, bruschetta, sangria","aesthetic interiors, portion size is big, staff very polite, best staff, ambience was super cool, pretty place"
Farzi Cafe,"Mughlai, Finger Food, North Indian, Beverages",2200,"connaught place, new delhi",4.5,4355,3.9,70,https://www.zomato.com/ncr/farzi-cafe-connaught-place-new-delhi,"38/39, Block E, Inner Circle, Connaught Place, New Delhi",9.196E+11,28.63248048,77.22119015,modernized presentation of dishes with an elegant decor,not specified
The Drunken Botanist,"Continental, Italian, North Indian, Chinese",2000,"cyber hub, dlf cyber city, gurgaon",4.5,6302,0.0,0,https://www.zomato.com/ncr/the-drunken-botanist-dlf-cyber-city,"Unit 1B & 1C, Upper Ground Floor-C, Building 10C, Cyber Hub, DLF Cyber City, Gurgaon",+91 8068974406,28.49406895,77.08867595,not specified,not specified
Jamun,"North Indian, Mughlai, Fast Food, Beverages",1500,"lodhi colony, new delhi",4.5,924,4.2,268,https://www.zomato.com/ncr/jamun-lodhi-colony-new-delhi,"17, Near Yamuna Chemist, Lodhi Colony, New Delhi",9.1999E+11,28.58535166,77.22304154,not specified,not specified
Anardana: Modern Kitchen & Bar,"North Indian, Italian, Chinese, Beverages, Biryani, Mughlai, Kebab",1200,"karkardooma, new delhi",4.5,1165,4.2,996,https://www.zomato.com/ncr/anardana-modern-kitchen-bar-karkardooma-new-delhi,"3, Hargovind Enclave, Karkardooma, New Delhi",9.17303E+11,28.64605248,77.30086785,not specified,not specified
38 Barracks,"Finger Food, North Indian, Italian, Chinese, Continental, Pizza, Desserts, Beverages",1500,"connaught place, new delhi",4.5,3888,3.9,165,https://www.zomato.com/ncr/38-barracks-connaught-place-new-delhi,"M-38, Outer Circle, Opposite Shankar Market, Connaught Place, New Delhi",9.19717E+11,28.63303431,77.22274851,not specified,not specified
Rooh,"Modern Indian, Continental, Desserts",4000,"mehrauli, new delhi",4.5,247,0.0,0,https://www.zomato.com/ncr/rooh-mehrauli-new-delhi,"H-5/1, Ambawatta One Complex, Kalkadas Marg, Mehrauli, New Delhi",9.17304E+11,28.52658943,77.18516909,not specified,not specified
Sly Granny,"Continental, American, Italian, European, Mexican, Desserts",1800,"khan market, new delhi",4.5,992,4.2,431,https://www.zomato.com/ncr/sly-granny-khan-market-new-delhi,"Flat 4, 1st - 2nd Floor, Khan Market, New Delhi",9.11149E+11,28.5998944,77.22585484,"biscuits and gravy, barley salad, tamarind chicken, lamb bolognaise, babaganush, apple crumble","efficient service, good for large groups, lovely ambience, cozy place, good vibe, packed on weekends"
Tamra - Shangri-La's - Eros Hotel,"North Indian, Continental, European, Asian, American, Desserts, Beverages",3800,"shangri-la's - eros hotel, connaught place, new delhi",4.5,1004,3.9,31,https://www.zomato.com/ncr/tamra-shangri-las-eros-hotel-connaught-place-new-delhi,"19, Level 1, Ashoka Road, Connaught Place, New Delhi",9.196E+11,28.62119823,77.21670818,not specified,not specified
Padmanabham,"South Indian, North Indian, Beverages, Desserts",800,"janpath, new delhi",4.5,848,4.3,224,https://www.zomato.com/ncr/padmanabham-2-janpath-new-delhi,"52, Atul Grove Road, Opposite Metro Gate 2, Janpath, New Delhi",9.11144E+11,28.62716514,77.21955501,not specified,not specified
Manhattan Bar & Brewery,"Finger Food, American, Continental, North Indian, Italian, Beverages",1400,"global foyer mall, golf course road, gurgaon",4.5,4637,0.0,0,https://www.zomato.com/ncr/manhattan-bar-brewery-golf-course-road,"1st Floor, Global Foyer Mall, Golf Course Road, Gurgaon",9.18801E+11,28.46058315,77.09547669,"kiwi blast, brewed wheat beer, chocolate pan, draft beer, garlic bread with cheese, sev puri","music is good too, xbox, service by staff, bowling, best pub, best party place"
Brewocrat - Brewery Skybar & Kitchen,"Finger Food, Continental, Mediterranean, Italian, Asian",2000,"elements one mall, sector 49, gurgaon",4.5,634,3.9,34,https://www.zomato.com/ncr/brewocrat-brewery-skybar-kitchen-south-city-2,"Element One, Block A, Lower Terrace, Sector 47, South City 2, Gurgaon",9.17303E+11,28.42047719,77.05020335,not specified,not specified
Monkey Bar,"Pizza, Burger, Continental, Chinese, Fast Food, Beverages",2200,"vasant kunj, new delhi",4.5,4581,4.3,1806,https://www.zomato.com/ncr/monkey-bar-vasant-kunj-new-delhi,"Plot 11, Upper Ground Floor, Pocket C-6 & 7, LSC, Vasant Kunj, New Delhi",9.11141E+11,28.53656552,77.1476547,terrace seating ambiance and good range of alcohol - below 25 years of age not allowed after 6 pm,not specified
Station Bar,"Chinese, Continental, North Indian, Mughlai, Fast Food, Beverages",1700,"connaught place, new delhi",4.5,1533,0.0,0,https://www.zomato.com/ncr/station-bar-connaught-place-new-delhi,"F-60, 2nd Floor, Connaught Place, New Delhi",9.1875E+11,28.63100203,77.21969146,not specified,not specified
Rajinder Da Dhaba,"North Indian, Chinese, Mughlai",800,"safdarjung, new delhi",4.5,5936,4.1,13600,https://www.zomato.com/ncr/rajinder-da-dhaba-safdarjung-new-delhi,"AB 14, Safdarjung Enclave Market, Safdarjung, New Delhi",9.1999E+11,28.56552997,77.19925504,"makhmali fish, veg malai tikka, gaulauti kebab, satay chicken, chicken kalmi, paneer malai","dhaba feel, super fast service, office crowd, casual seating area, elegantly decorated, inexpensive"
The Imperial Spice,"North Indian, Continental, Mughlai, Street Food, Fast Food, Beverages",3000,"connaught place, new delhi",4.5,940,3.1,17,https://www.zomato.com/theimperialspice,"89/90, M Block, Outer Circle, Connaught Place, New Delhi",9.1114E+11,28.6331735,77.22290743,not specified,not specified
The Turkey Project,"Cafe, Italian, American, Beverages",1400,"defence colony, new delhi",4.5,723,4.3,1105,https://www.zomato.com/ncr/the-turkey-project-defence-colony-new-delhi,"C-27, DDA Commercial Complex, Defence Colony, New Delhi",9.1114E+11,28.56679674,77.23378714,not specified,not specified
ABB - Andrea's Bar & Brasserie,"Italian, Asian, European, Sushi, Thai, Salad, Pizza, Beverages",2000,"khan market, new delhi",4.5,643,4.3,750,https://www.zomato.com/ncr/abb-andreas-bar-brasserie-khan-market-new-delhi,"Shop 12, Middle Lane, Khan Market, New Delhi",9.18589E+11,28.59990352,77.22647242,"avocado roll, chocolate dome, new zealand lamb chops, roasted vegetables, kafir lime, new york cheesecake","classy decor, gastronomical experience, comfortable seating, serving size, fancy crowd, generous portions"
Spectra - The Leela Ambience,"North Indian, Continental, Oriental, Desserts, Beverages",4000,"the leela ambience, dlf phase 3, gurgaon",4.5,968,0.0,7,https://www.zomato.com/ncr/spectra-the-leela-ambience-dlf-phase-3,"Ambience Island, DLF Phase 3, Gurgaon",9.11245E+11,28.50485955,77.09532581,not specified,not specified
Perch Wine & Coffee Bar,"Beverages, European, Continental",2000,"khan market, new delhi",4.5,1424,4.3,151,https://www.zomato.com/ncr/perch-wine-coffee-bar-khan-market-new-delhi,"71, 1st Floor, Khan Market, New Delhi",9.18374E+11,28.5998317,77.22619817,"double chocolate mousse, coffee bar, potato gnocchi, mango sorbet, mulled wine, chicken sub","wooden interiors, pretty place, calm, light music, friendly service, cosy place"
Andhra Bhavan,"South Indian, Andhra",450,"feroze shah road, new delhi",4.5,4379,0.0,0,https://www.zomato.com/ncr/andhra-bhavan-feroze-shah-road-new-delhi,"1, Feroze Shah Road, New Delhi",9.11123E+11,28.6168554,77.2257428,"breakfast thali, unlimited veg thali, sweet pan, south indian meals, gun powder, chicken fry","efficient staff, unlimited refills, fancy place, chirpy crowd, unique experience, cheap prices"
BlackJack,"Fast Food, Beverages",800,"punjabi bagh, new delhi",4.5,2361,0.0,3,https://www.zomato.com/ncr/blackjack-punjabi-bagh-new-delhi,"Shop 1, Plot 23, North West Avenue, Club Road, Punjabi Bagh West, Near Punjabi Bagh, New Delhi",9.18449E+11,28.66650824,77.12495551,"spicy cheesy fries, chocolate ice cream shake, chicken juicy burger, nuttela shake, feta cheese salad, cheesecake shake","serving style, themed decor, comfortable seating area, pocket friendly place, gastronomical experience, cheap"
Jamie's Italian,"Italian, Pizza, Pasta, Desserts, Beverages",1000,"ambience mall, vasant kunj, new delhi",4.5,2848,4.1,1154,https://www.zomato.com/ncr/jamies-italian-vasant-kunj-new-delhi,"3rd Floor,  Ambience Mall, Vasant Kunj, New Delhi",9.188E+11,28.5413441,77.15527553,not specified,not specified
Moonshine,"Finger Food, Continental, North Indian, Chinese",1700,"hauz khas, new delhi",4.5,451,0.0,3,https://www.zomato.com/ncr/moonshine-hauz-khas-new-delhi,"Shop 214, 216, 2nd Floor, DDA Commercial Complex, Aurobindo Place, Hauz Khas, New Delhi",9.18861E+11,28.552233,77.203865,not specified,not specified
