restaurant_name,category,pricing_for_2,locality,dining_rating,dining_review_count,delivery_rating,delivery_rating_count,website,address,phone_no,latitude,longitude,known_for2,known_for22
Bhaja Govindam,"North Indian, South Indian, Fast Food",500,"asaf ali road, new delhi",4.2,420,4.3,554,https://www.zomato.com/ncr/bhaja-govindam-asaf-ali-road-new-delhi,"4/1, Ground Floor, Delite Theatre Building, Asaf Ali Road, New Delhi",9.19644E+11,28.6412582,77.2360077,"kaju korma, mysore masala dosa, tomato soup, special thali, sambhar, chutneys","cozy ambiance, cute little place, family restaurant, polite staff, prompt service, interior"
Cafe Grub Up,"Cafe, Fast Food, Chinese, Seafood, Desserts, Beverages",1000,"sector 15, faridabad",4.2,611,4.0,571,https://www.zomato.com/ncr/cafe-grub-up-sector-15-faridabad,"SCF 43, 2nd Floor, Main Market, Sector 15, Faridabad",9.18589E+11,28.395237,77.32353486,not specified,not specified
Bottles And Barrels,"North Indian, Asian, Italian, Momos",1900,"sector 30, gurgaon",4.2,668,3.5,33,https://www.zomato.com/ncr/bottles-and-barrels-sector-30,"2nd Floor, Star Tower, Exit 8, NH 8, Sector 30, Gurgaon",011 66103925,28.46067188,77.05218282,not specified,not specified
Haji Shabrati Nihari Wale,Mughlai,200,"jama masjid, new delhi",4.2,402,0.0,0,https://www.zomato.com/ncr/haji-shabrati-nihari-wale-jama-masjid-new-delhi,"Shop 722, Haveli Azam Khan, Chitli Qabar, Jama Masjid, New Delhi",9.1981E+11,28.64682485,77.23449055,"breakfast, yummy food, preparation, hygiene, owner, spicy",not specified
Flavours Of Chakhna,"North Indian, Mughlai, Chinese, Biryani",500,"amrapali leisure valley, greater noida",4.2,229,3.9,3433,https://www.zomato.com/ncr/flavours-of-chakhna-amrapali-leisure-valley-greater-noida,"Shop 23, Ground Floor, Icon Leisure Valley, Amrapali Leisure Valley, Greater Noida",9.19712E+11,28.58693939,77.43785933,not specified,not specified
Mystery Of Food,"North Indian, Chinese, Mughlai, Italian",2200,"indirapuram, ghaziabad",4.2,1072,3.9,1667,https://www.zomato.com/ncr/mystery-of-food-indirapuram-ghaziabad,"Eros Market Place, Shakti Khand 2, Indirapuram, Ghaziabad",9.19718E+11,28.64711703,77.37470068,not specified,not specified
Biryani Blues,"Biryani, Kebab",700,"supermart 1, dlf phase 4, gurgaon",4.2,2252,4.1,24300,https://www.zomato.com/ncr/biryani-blues-dlf-phase-4,"B 202, 203, Supermart 1, DLF Phase 4, Gurgaon",9.18011E+11,28.462046,77.087315,not specified,not specified
Prem Di Hatti,"North Indian, Street Food",200,"rajouri garden, new delhi",4.2,1004,4.1,18600,https://www.zomato.com/ncr/prem-di-hatti-rajouri-garden-new-delhi,"J-1/162, Opposite City Square Mall, Rajouri Garden, New Delhi",9.19312E+11,28.64820275,77.12135162,"chur chur naan thali, chola bhatura, lassi, rajma chawal, rajma rice, soya chaap","very cheap, great seating capacity, desi vibes, pocket friendly, parking space, breakfast"
Ghalib Kabab Corner,"North Indian, Mughlai, Kebab, Desserts, Beverages",400,"nizamuddin, new delhi",4.2,464,3.6,40,https://www.zomato.com/ncr/ghalib-kabab-corner-nizamuddin-new-delhi,"Shop 57, Ghalib Road, Near Lal Mahal, Nizamuddin, New Delhi",9.19811E+11,28.5921396,77.24254791,"beef kebabs, seekh kebabs, kababs, phirni, chicken tikka, mutton","economical, prompt service, polite staff, owner, flavour, best place"
Keralicious,"South Indian, Kerala",300,"supermart 1, dlf phase 4, gurgaon",4.2,259,3.9,2973,https://www.zomato.com/ncr/keralicious-1-dlf-phase-4,"B 211, Supermart 1, DLF Phase 4, Gurgaon",9.199E+11,28.46223407,77.08731506,"dosa chicken curry, kothu parotta, veg uttapam, appam, veg korma, filtered coffee","bang for the buck, inexpensive, south indian food, authentic taste, great recommendations, breakfast"
Depot48,"North Indian, Street Food, Modern Indian, Bengali, Desserts, Beverages",1800,"m block market, greater kailash 2 (gk2), new delhi",4.2,358,4.3,132,https://www.zomato.com/ncr/depot48-greater-kailash-gk-2-new-delhi,"M 9, First -Second Floor, M Block Market, Greater Kailash 2 (GK 2), New Delhi",9.19717E+11,28.53417822,77.24307463,"guacamole, quesadilla, waffles, tacos, salsa, cocktails",not specified
Downtown Kitchen & Bar - Courtyard by Marriott,"North Indian, Fast Food, Continental, Italian, Desserts, Beverages",3500,"courtyard by marriott, sushant lok, gurgaon",4.2,535,3.8,77,https://www.zomato.com/ncr/downtown-kitchen-bar-courtyard-by-marriott-sushant-lok,"Plot 27 B, Sushant Lok 1, Near Sushant Lok, Gurgaon",9.11245E+11,28.46040512,77.08033696,not specified,not specified
Udupi Krishna,"South Indian, North Indian, Chinese, Beverages",400,"kamla nagar, new delhi",4.2,584,4.3,2194,https://www.zomato.com/ncr/udupi-krishna-kamla-nagar-new-delhi,"F 45, Kohlapur Road, Kamla Nagar, New Delhi",9.19718E+11,28.67925782,77.203793,"paper plain dosa, matar mushroom, dahi vada, mysore masala dosa, filter coffee, sambar","casual seating area, nice crowd, family restaurant, south indian food, low price, chinese"
Jamavar - The Leela Palace,"North Indian, Mughlai",4000,"the leela palace, chanakyapuri, new delhi",4.2,351,0.0,0,https://www.zomato.com/ncr/jamavar-the-leela-palace-chanakyapuri-new-delhi,"The Leela Palace, Diplomatic Enclave, Chanakyapuri, New Delhi",9.11139E+11,28.57964176,77.18930505,"amazing ambience, decor, interior, mood, great service, great ambience",not specified
Rajan Corner,"South Indian, Chinese",350,"moti nagar, new delhi",4.2,377,0.0,0,https://www.zomato.com/ncr/rajan-corner-moti-nagar-new-delhi,"6/25, Moti Nagar, New Delhi",9.1965E+11,28.65888664,77.14141991,"economical, good crowd, great ambiance, prompt service, amazing food, best place",not specified
Cake Castle,"Bakery, Desserts, Fast Food",500,"sector 83, gurgaon",4.2,314,4.3,934,https://www.zomato.com/ncr/cake-castle-sector-83,"A 24, Vatika Town Square, Sector 82 A, Near Sector 83, Gurgaon",9.11245E+11,28.38914547,76.96840201,"coffee and doughnuts, melted chocolate, birthday cakes, wonderful cake, yummy cake, pancakes","goodie baskets, good for dessert, coffee date, pretty decor, packed on weekends, food presentation"
Pepper Pot - The Terrace Café,"Cafe, Chinese, North Indian",800,"sector 56, gurgaon",4.2,795,3.8,4083,https://www.zomato.com/ncr/pepper-pot-the-terrace-caf-sector-56,"Shop 40, District Commercial Center, Near Grace N Glamour, Harish Market, Sector 56, Gurgaon",9.2E+11,28.42822339,77.09951375,not specified,not specified
Goosebumps,"Ice Cream, Desserts, Beverages",400,"karkardooma, new delhi",4.2,966,4.2,2123,https://www.zomato.com/ncr/goosebumps-karkardooma-new-delhi,"House 1, Dayanand Vihar, Opposite HOD, Karkardooma, New Delhi",9.1999E+11,28.64687634,77.30188943,"nutella ice cream, coffee hazelnut, choco fudge, waffle cone, ice creams, icecream","great fragrance, totally worth it, table service, rooftop ambience, new menu, pocket friendly"
Oasis - Vivanta by Taj,"Continental, North Indian, Asian, Italian",2500,"vivanta by taj, suraj kund, faridabad",4.2,554,0.0,0,https://www.zomato.com/ncr/oasis-vivanta-taj-suraj-kund-faridabad,"Vivanta by Taj, Shooting Range Road, Suraj Kund, Faridabad",9.11297E+11,28.48927645,77.28529695,"get a complimentary night, earn up to 50% of spends as points at 250+ restaurants & much more. know more",not specified
Punjabi Zaika,"North Indian, Chinese, Mughlai, Biryani, Rolls",400,"ballabhgarh, faridabad",4.2,432,3.8,6708,https://www.zomato.com/ncr/punjabi-zaika-1-ballabhgarh-faridabad,"Plot 1, Tigaon Road, Ballabhgarh, Faridabad",9.19599E+11,28.34026216,77.32224237,"paneer malai kofta, hari mirch parantha, spicy chicken, afghani chaap, tandoori chaap, chicken rara","great recommendations, takeaway, spill proof packaging, polite staff, hygiene, wonderful presentation"
Los Amigo's Cafe,"Coffee, Healthy Food, Desserts, Fast Food, Beverages, Chinese, American, Italian",600,"sector 31, gurgaon",4.2,195,4.1,503,https://www.zomato.com/ncr/los-amigos-cafe-sector-31,"Shop 57, Ground & Basement, Huda Market, Sector 31, Gurgaon",9.18882E+11,28.45401342,77.05143213,"peri peri pizza, paneer tikka pizza, grilled fish, peri fries, hot chocolate, waffles","variety of pizza, customizable dishes, outdoor seating, weekend brunch, seating area, good music"
Hornbill,"Naga, Chinese",450,"safdarjung, new delhi",4.2,668,4.2,5736,https://www.zomato.com/ncr/hornbill-safdarjung-new-delhi,"Basement, 104/A, Near NCC Gate, Safdarjung, New Delhi",9.19811E+11,28.56078841,77.19269972,"chicken liver fry, smoked pork curry, bamboo shoot pork, fish thali, ribs, chutneys","free wifi, cozy place, chef, portion size, family crowd, interior"
Swagath,"North Indian, Chinese, South Indian, Seafood",2000,"defence colony main market, defence colony, new delhi",4.2,1097,3.8,59,https://www.zomato.com/ncr/swagath-defence-colony-new-delhi,"Shop 13 - 14, Defence Colony Market, Near Defence Colony, New Delhi",9.11124E+11,28.57342246,77.2300924,"crab butter, prawn koliwada, neer dosa, chettinad chicken, appam, jumbo prawns","family restaurant, family place, authenticity, comfortable seating, servings, best places"
Food Peddler,"Fast Food, Desserts, Beverages",300,"anand vihar, new delhi",4.2,260,4.3,190,https://www.zomato.com/ncr/food-peddler-anand-vihar-new-delhi,"G 7, Gupta Arcade, Shreshtha Vihar, Near DAV Public School, Anand Vihar, New Delhi",9.19999E+11,28.65756743,77.31711365,"peri fries, hot chocolate, white sauce pasta, pasta, burgers","casual seating area, office crowd, lip smacking food, cozy ambiance, behavior, good crowd"
Made In India - Radisson Blu,"North Indian, Kebab, Desserts, Mughlai",3800,"radisson blu, sector 18, noida, noida",4.2,604,3.6,16,https://www.zomato.com/ncr/made-in-india-radisson-blu-sector-18-noida,"Radisson Blu, L-2, Sector 18, Noida",9.199E+11,28.56845512,77.32254513,not specified,not specified
The Categorical Eat Pham,"North Eastern, Chinese, Naga",600,"safdarjung, new delhi",4.2,300,4.2,1573,https://www.zomato.com/ncr/the-categorical-eat-pham-safdarjung-new-delhi,"168, Ground Floor, Humayunpur, Safdarjung Enclave, Safdarjung, New Delhi",9.11142E+11,28.56148043,77.19390772,"smoked pork curry, duck curry, fish thali, chicken thali, sticky rice, fish curry","comfortable seating area, portion, young crowd, value for money, packaging, prices"
Royal China,"Chinese, Asian, Cantonese, Seafood, Desserts",2200,"nehru place, new delhi",4.2,1431,4.2,3417,https://www.zomato.com/ncr/royal-china-nehru-place-new-delhi,"Eros Corporate Tower, 16th Floor, Nehru Place, New Delhi",9.1115E+11,28.56043975,77.24669594,fusion of chinese and cantonese cuisine; view of bahai temple fom 16th floor,not specified
Tasim,"Asian, Thai, Japanese, Seafood, Sushi, Chinese, Momos",900,"rajouri garden, new delhi",4.2,649,3.8,1077,https://www.zomato.com/ncr/tasim-rajouri-garden-new-delhi,"J 13/47, Rajouri Garden, New Delhi",9.19964E+11,28.64012578,77.11888533,not specified,not specified
Mazaar,"Kebab, Afghan",800,"lajpat nagar 2, new delhi",4.2,526,4.2,3306,https://www.zomato.com/ncr/mazaar-lajpat-nagar-2-new-delhi,"I-78, Lajpat Nagar 2, New Delhi",9.11142E+11,28.57027778,77.24440131,"sheer yakh, afghani pulao, lamb ribs, mixed vegetables, skewers, rajma","gastronomical experience, comfortable seating area, family place, authenticity, packed on weekends, servings"
Ka Eclairs & Kafe,"Cafe, Bakery, Burger, Italian, Pizza, Salad, Fast Food, Beverages",950,"sector 18, noida",4.2,1054,3.9,1000,https://www.zomato.com/ka-eclairs-kafe,"G-50, Ground Floor, Sector 18, Noida",9.11204E+11,28.56959054,77.32419033,"tiramisu pastry, eclairs, black forest pastry, truffle pastry, blueberry cheese cake, fresh fruit cake","chic interiors, desi vibes, pretty decor, cashless payments, coffee date, serving size"
Young Wild Free Cafe,"Cafe, Fast Food, Chinese, Italian, Beverages",850,"satyaniketan, new delhi",4.2,1079,0.0,0,https://www.zomato.com/ncr/young-wild-free-cafe-satyaniketan-new-delhi,"13, 1st Floor, Opposite Venkateswara College, Satyaniketan, New Delhi",9.18826E+11,28.58777814,77.16710106,not specified,not specified
Star Crust,"Fast Food, Chinese, Desserts, Beverages",500,"sector 7, faridabad",4.2,1107,4.2,2000,https://www.zomato.com/ncr/star-crust-sector-7-faridabad,"2597, HBC, Sector 7, Faridabad",9.19655E+11,28.36935683,77.3278901,"peri peri pizza, kit kat shake, mixed sauce pasta, pastas, pizzas, oreo shake","inexpensive, economical, cute little place, nice crowd, great recommendations, prompt service"
PDA,Italian,2000,"greater kailash 2 (gk2), new delhi",4.2,229,0.0,0,https://www.zomato.com/ncr/pda-greater-kailash-gk-2-new-delhi,"M-8A, Greater Kailash 2 (GK2), New Delhi",9.11143E+11,28.53421592,77.24312257,"bartender, bar, vibe, concept, perfect place, ambiance",not specified
Dashi Dimsum & Sushi Bar,"Asian, Japanese, Sushi, Chinese, Desserts",800,"punjabi bagh, new delhi",4.2,325,4.2,3236,https://www.zomato.com/ncr/dashi-dimsum-sushi-bar-punjabi-bagh-new-delhi,"Studio 4, 49/43, AKS Complex, Punjabi Bagh, New Delhi",9.19911E+11,28.67104793,77.13471439,"smoked salmon roll, wasabi roll, poke bowl, sushi, dimsum, fish","elegantly decorated, light music, great recommendations, low price, prompt service, cute packaging"
The Shim Tur,"Korean, Salad",600,"paharganj, new delhi",4.2,577,0.0,0,https://www.zomato.com/ncr/the-shim-tur-paharganj-new-delhi,"2nd Floor, Navrang Guest House, Tooti Galli, Main Bazaar, Paharganj, New Delhi",9.1981E+11,28.64139195,77.21315827,not specified,not specified
Pizza Villa,"Pizza, Fast Food, Beverages",450,"nit, faridabad",4.2,1015,4.1,33600,https://www.zomato.com/ncr/pizza-villa-1-nit-faridabad,"5A-18, BP Railway Road, NIT, Faridabad",9.19668E+11,28.4056434,77.30508763,"melted chocolate, white sauce pasta, pizzas, noodles","plenty of vegetarian options, customizations available, chirpy crowd, drive through, elegantly decorated, economical"
Slic Chic,"Chinese, Salad, Momos, Beverages",500,"shalimar bagh, new delhi",4.2,475,4.0,1734,https://www.zomato.com/ncr/slic-chic-shalimar-bagh-new-delhi,"2, BS Market, Shalimar Bagh, New Delhi",9.19954E+11,28.7059,77.1573,"drum sticks, honey chilli potatoes, chilli garlic noodles, noodles, chinese food, pasta","elegantly decorated, chinese, sitting arrangement, great recommendations, polite staff, best places"
Yellow Mirchi - Hotel City Park,North Indian,2500,"hotel city park, pitampura, new delhi",4.2,395,0.0,0,https://www.zomato.com/ncr/yellow-mirchi-hotel-city-park-pitampura-new-delhi,"Hotel City Park, KP Block, Pitampura, New Delhi",9.11127E+11,28.70593244,77.14299403,"classy place, live music, best places, great ambience, courteous staff, environment",not specified
TBK Kulcha's,"Sandwich, Burger, Italian, Beverages, Fast Food, Street Food",300,"janakpuri, new delhi",4.2,646,4.2,5067,https://www.zomato.com/ncr/tbk-kulchas-janakpuri-new-delhi,"296-A, C4B, Near Surajmal College, Janakpuri, New Delhi",9.11166E+11,28.61921134,77.09177826,not specified,not specified
Foxtrot,"Continental, Italian, European, Modern Indian, Beverages, North Indian",1000,"dlf cyber city, gurgaon",4.2,264,3.9,23,https://www.zomato.com/ncr/foxtrot-dlf-cyber-city,"Unit 2 C, Under Ground Floor, Building 10, DLF Cyber City, Gurgaon",9.11244E+11,28.4949917,77.087685,"fusion taco, mustard aioli, chicken 65, pao bhaji, kulcha, drink","extensive bar menu, good for large groups, ample seating area, packed on weekends, family place, live music"
Dingdong Pizza By Big Wong,"Pizza, Italian, Fast Food",700,"sector 29, gurgaon",4.2,488,4.1,5128,https://www.zomato.com/ncr/dingdong-pizza-by-big-wong-sector-29,"387, First Floor, Sco Complex, Near IFFCO Chowk Metro Station, Sector 29, Gurgaon",9.1801E+11,28.471685,77.071197,"salted caramel shake, cheesiest pizza, paneer makhni pizza, butter chicken pizza, cheese roll, lasagna","cozy ambiance, casual seating area, good crowd, great recommendations, low price, good packaging"
Mughal Darbar,"North Indian, Mughlai",400,"jnu, new delhi",4.2,374,0.0,0,https://www.zomato.com/ncr/mughal-darbar-jnu-new-delhi,"Opposite Lohit Hostel, JNU, New Delhi",9.1981E+11,28.54356985,77.16081362,"mutton jahangiri, chicken jahangiri, afghan chicken, mughlai food, butter naan, tandoori roti","open ambience, low price, friendly place, comfortable seating, prompt service, best food"
Cafe on 3 - Holiday Inn,"Continental, Chinese, Thai, Mediterranean",2000,"holiday inn, mayur vihar, new delhi",4.2,507,3.6,39,https://www.zomato.com/ncr/cafe-on-3-holiday-inn-mayur-vihar-new-delhi,"Holiday Inn, 13 A, District Centre, Mayur Vihar Phase 1, New Delhi",9.18861E+11,28.58997582,77.29838312,"dinner buffet, shawarma, deserts, starter, mocktails, sweets","poolside view, impressive decor, luxury, great hospitality, beautiful place, amazing ambience"
Tikka Junction Courtyard,"North Indian, Chinese, Fast Food, Desserts, Beverages",800,"malviya nagar, new delhi",4.2,442,4.0,3856,https://www.zomato.com/ncr/tikka-junction-courtyard-malviya-nagar-new-delhi,"LLP 3, MMTC Market, Opposite Aurobindo College, Malviya Nagar, New Delhi",9.19718E+11,28.53299146,77.20367264,"paneer papdi, soya malai tikka, tandoori spring roll, bhatti chicken, butter chicken pizza, fried rice","courtyard, affordable, family place, good for large groups, fancy crowd, comfortable seating"
Heritage,"North Indian, Chinese, Fast Food",1200,"sector 15, gurgaon",4.2,343,4.1,213,https://www.zomato.com/ncr/heritage-sector-15,"SCO 55, 1st Floor, Old Judicial Complex, Civil Lines, Sector 15, Gurgaon",9.19311E+11,28.4584264,77.0332149,not specified,not specified
Kent's Fast Food,"Fast Food, Burger, Pizza, Sandwich, Ice Cream, Desserts, Beverages",500,"defence colony main market, defence colony, new delhi",4.2,1160,4.2,12100,https://www.zomato.com/ncr/kents-fast-food-defence-colony-new-delhi,"Shop 29, Main Market, Defence Colony, New Delhi",9.11124E+11,28.57402548,77.23050278,not specified,not specified
TC Bar & Restaurant,"North Indian, Continental, Finger Food",1300,"adchini, new delhi",4.2,978,3.2,46,https://www.zomato.com/ncr/tc-bar-restaurant-adchini-new-delhi,"81, Sri Aurobindo Marg, MMTC Colony, Adchini, New Delhi",9.19811E+11,28.53559588,77.19758235,best rock night in town with dj sagar every friday and saturday!,"beers, chilli chicken, cocktails, drinks, starters, pizzas"
The Royal Kitchen,"North Indian, Chinese, Mughlai, Biryani",700,"gamma 1, greater noida",4.2,719,3.9,23100,https://www.zomato.com/ncr/the-royal-kitchen-gamma-1-greater-noida,"Shop 46, Lower Ground Floor, Jagat Plaza 2, Jagat Farm, Gamma 1, Greater Noida",9.11204E+11,28.482313,77.498685,"crispy chilli potatoes, panneer butter masala, egg curry, noodle, chicken malai tikka, dal tadka","affordable, themed decor, ample seating area, awesome service, fast delivery, best food"
Shikhara,"North Indian, Mughlai",1000,"greater kailash 1 (gk1), new delhi",4.2,452,4.1,1395,https://www.zomato.com/ncr/shikhara-greater-kailash-gk-1-new-delhi,"4, Guru Nanak Market, R Block, Greater Kailash (GK) 1, New Delhi",9.11126E+11,28.5469689,77.24400837,"saag chicken, tandoori prawns, chicken tikka masala, fish tikka, malai kofta, butter chicken","attentive staff, decent price, atmosphere, customer service, tandoori, server"
Changezi Chicken,"North Indian, Mughlai",550,"daryaganj, new delhi",4.2,817,3.9,296,https://www.zomato.com/ncr/changezi-chicken-daryaganj-new-delhi,"3614, N.S.Marg, Daryaganj, New Delhi",9.17065E+11,28.64366854,77.2404246,"chicken nihari, changezi chicken, phirni, rumali roti, malai tikka, butter chicken","cleanliness, great value, crowd, preparation, good ambience, reasonable price"
Mizo Diner,North Eastern,600,"safdarjung, new delhi",4.2,340,0.0,5,https://www.zomato.com/ncr/mizo-diner-safdarjung-new-delhi,"85, Humayunpur, Safdarjung, New Delhi",9.17066E+11,28.56182614,77.19239831,"vawksa rep, stir fry pork, smoked pork, pork ribs, chicken curry, thali","artistic decor, authenticity, art, good quality food, location, great place"
La Vera Pizzeria - The Wood Fired Pizza House,"Pizza, Fast Food, Italian, Beverages",300,"sector 31, gurgaon",4.2,456,3.5,1816,https://www.zomato.com/ncr/la-vera-pizzeria-the-wood-fired-pizza-house-sector-31,"Shop 198, Basement, Huda Market, Sector 31, Gurgaon",9.11244E+11,28.45365822,77.05164403,not specified,not specified
Kitchen District - Hyatt Regency,"Asian, Continental, North Indian, Japanese",3000,"hyatt regency, sector 83, gurgaon, gurgaon",4.2,324,3.7,256,https://www.zomato.com/ncr/kitchen-district-hyatt-regency-sector-83,"Hyatt Regency, NH-8, Sector 83, Gurgaon",9.18699E+11,28.3928473,76.9770779,not specified,not specified
Sethi's Restaurant & Barbeque,"North Indian, Chinese, BBQ, Mughlai",700,"rajouri garden, new delhi",4.2,768,4.0,14800,https://www.zomato.com/ncr/sethis-restaurant-barbeque-rajouri-garden-new-delhi,"4-8-9, J Block, DDA Market, Community Centre, Rajouri Garden, New Delhi",9.18645E+11,28.63946606,77.12047286,"beliram chicken, malai soya chaap, fried chicken, malai kofta, afghani chicken, paneer butter masala","outdoor seating, friendly place, great recommendations, waiter, best places, main course"
Flavours Of Magadh,"North Indian, Mughlai, Bihari",600,"sector 52, noida",4.2,474,3.9,1530,https://www.zomato.com/ncr/flavours-of-magadh-sector-52-noida,"Shop 8/9, Harishchand Market, Axis Bank ATM, Sector 73, Near Sector 72, Noida",9.19818E+11,28.580792,77.383225,"mushroom matar masala, paneer masala tikka, chicken keema masala, dahi sholey, veg executive thali, veg jalfrezi","food packaging, tamper proof packaging, best restaurant, quick delivery, weekend brunch, fast delivery"
Mandarin Trail,"Chinese, Thai, North Indian",1700,"the great india place, sector 38, noida",4.2,809,4.0,324,https://www.zomato.com/ncr/mandarin-trail-sector-38-noida,"3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Noida",9.1991E+11,28.56720133,77.32590392,not specified,not specified
Untapped Brew & Pub,"North Indian, Chinese, Continental",1900,"sector 21, gurgaon",4.2,330,0.0,0,https://www.zomato.com/ncr/untapped-brew-pub-sector-21,"Ground Floor, Suncity Trade Tower, Sector 21, Gurgaon",9.19718E+11,28.50795816,77.07115475,"tequila sunrise, chilli mushroom, drums of heaven, mocktails, veg platter, chilli chicken","private dining area, happy hour, packed on weekends, dj, amazing ambience, vibe"
Pandit Ji Paranthe Wale,North Indian,200,"ashok vihar phase 2, new delhi",4.2,2510,3.8,6336,https://www.zomato.com/ncr/pandit-ji-paranthe-wale-ashok-vihar-phase-2-new-delhi,"Shop 1&2, LSC Plot 15, Ashok Vihar Phase 2, New Delhi",9.19654E+11,28.69649003,77.17982613,"anda parantha, mix paratha, kadhi chawal, aloo pyaz paratha, tea","economical, not very crowded, cozy ambiance, cute little place, pocket friendly, food service"
Too Mikkii Tapas Now Baking,"Cafe, Continental, Fast Food, Beverages, Desserts",800,"south extension 2, new delhi",4.2,445,4.2,102,https://www.zomato.com/ncr/too-mikkii-tapas-now-baking-south-extension-2-new-delhi,"E 25, South Extension 2, New Delhi",9.19911E+11,28.5438305,77.25109678,"banana bread, dessert platter, cappuccino, hot chocolate, coffees, cheese pizza","great ambience and tasty food, great for birthdays, bookshelf, beautiful interior, calm, customizable dishes"
Cafe Connect,"North Indian, Italian, Continental, Mediterranean",700,"vasant kunj, new delhi",4.2,709,3.7,4651,https://www.zomato.com/ncr/cafe-connect-vasant-kunj-new-delhi,"Ground Floor, Chattarpur Road, Abdul Gaffar Khan Marg, Near Ambience Towers Car Market, Vasant Kunj, New Delhi",9.11142E+11,28.51416335,77.16494691,not specified,not specified
The Culinary Court - Park Ascent,"North Indian, Chinese, Continental",2200,"park ascent, sector 62, noida, noida",4.2,385,3.9,95,https://www.zomato.com/ncr/the-culinary-court-park-ascent-sector-62-noida,"Park Ascent, Plot 126, Noida Khoda Road, Opposite IIM Lucknow Noida Campus, Sector 62, Noida",9.11207E+11,28.62372129,77.35524427,"cheerful staff, classy ambience, worth the price, relaxed atmosphere, beautiful ambience, good options",not specified
Maati,"North Indian, Chinese, Fast Food, Desserts",600,"amrapali dream valley, greater noida",4.2,558,3.5,6101,https://www.zomato.com/ncr/maati-1-amrapali-dream-valley-greater-noida,"Zamindaar Ramchandra Market, Gautam Buddha Nagar, Amrapali Dream Valley, Greater Noida",9.19668E+11,28.57552446,77.44488236,not specified,not specified
Mom Hand Momos,"Momos, Chinese",300,"satyaniketan, new delhi",4.2,1042,4.0,19100,https://www.zomato.com/ncr/mom-hand-momos-satyaniketan-new-delhi,"Opposite Venkateshwara College, Satyaniketan, New Delhi",9.19953E+11,28.58767304,77.16850486,"gravy momo, tandoori paneer momos, chicken chowmein, noodle, chicken momos, spring roll","casual seating area, not very crowded, inexpensive, elegantly decorated, prompt service, polite staff"
Pasta Xpress,"Italian, Pizza, Fast Food",500,"sector 11, dwarka, new delhi",4.2,789,3.7,6746,https://www.zomato.com/ncr/pasta-xpress-sector-11-dwarka,"G-35, Manish Market, Sector 11, Dwarka, New Delhi",9.11147E+11,28.58670121,77.04564594,"cottage cheese pasta, tandoori pasta, garlic bread with cheese, pastas, chicken burger, white sauce pasta","great recommendations, customer service, good quantity, best places, great taste, preparation"
La Kababiyaa,"North Indian, Mughlai, Chinese, Kebab",950,"sector 7, dwarka, new delhi",4.2,873,4.0,30500,https://www.zomato.com/ncr/la-kababiyaa-sector-7-dwarka,"C 390, Ramphal Chowk, Palam Extension, Sector 7, Dwarka, New Delhi",9.11146E+11,28.58514175,77.07000777,"matar mushroom, pudina parantha, changezi chicken, dahi kabab, panneer butter masala, chicken fried rice","good for large groups, packed on weekends, family place, excellent taste, customer service, prompt service"
Namak Mandi,"North Indian, Awadhi, Kebab, Mughlai, Beverages",1800,"dlf promenade mall, vasant kunj, new delhi",4.2,852,4.1,221,https://www.zomato.com/ncr/namak-mandi-1-vasant-kunj-new-delhi,"307, 2nd Floor, DLF Promenade Mall, Vasant Kunj, New Delhi",9.19644E+11,28.54231163,77.1559843,"orange kulfi, lamb briyani, galawati kebab, mango mojito, thandai, khameeri roti","relaxed atmosphere, good for large groups, ample seating area, perfect ambience, authentic food, authenticity"
Mallacca,"Malaysian, Asian",2100,"32nd avenue, nh8, gurgaon, gurgaon",4.2,510,3.9,24,https://www.zomato.com/ncr/mallacca-sector-15,"Unit 34, Ground Floor, Elliptical Building, 32nd Avenue Complex, Part 2, Sector 15, Gurugram",9.17303E+11,28.46132535,77.04999547,"roti jala, lamb rendang, tofu salad, penang curry, fried rice chicken, nasi goreng","relaxed atmosphere, good for large groups, authenticity, fancy crowd, authentic food, beautiful place"
Nazeer Delicacies,"North Indian, Mughlai, Chinese",700,"sector 135, noida",4.2,678,3.7,1570,https://www.zomato.com/ncr/nazeer-delicacies-sector-135-noida,"SH-23, Fourth Floor, Reet Square, Near Sector 141, Sector 135, Noida",9.18383E+11,28.50873938,77.41521083,"mutton barra, khameeri roti, roasted chicken, phirni, mughlai food, chicken biryani","staff behaviour, food service, nice staff, great staff, nice service, nice ambience"
Shake Eat Up,"Fast Food, Italian, Chinese, Desserts, Beverages, Pasta",600,"delhi university-gtb nagar, new delhi",4.2,1067,3.8,143,https://www.zomato.com/ncr/shake-eat-up-1-delhi-university-gtb-nagar-new-delhi,"2509, Ground Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",9.19014E+11,28.69587655,77.20411856,"milky way shake, turtle sundae, masala garlic bread, nutella jar, pineapple mojito, chicken bbq wings","casual seating area, cozy ambiance, lightings, pretty place, elegantly decorated, office crowd"
Dvar Indian Restaurant - Radisson Blu Dwarka,"North Indian, Mughlai",3000,"radisson blu, sector 13, dwarka, new delhi",4.2,372,0.0,0,https://www.zomato.com/ncr/dvar-indian-restaurant-radisson-blu-dwarka-sector-13-dwarka-new-delhi,"Radisson Blu, Plot 4, Sector 13, Dwarka, New Delhi",9.19205E+11,28.59638872,77.03613851,"live sufi music, live kitchen, worth the price, classy place, great ambience, hospitality",not specified
